81.76	4.02
80.47	4.03
88.9	4.06
88	4.07
87.25	4.07
96.3	4.06
90.13	4.08
104.43	4.02
109.22	3.99
104.17	4.03
83.56	4.09
113.97	3.98
101.43	4.05
81.23	4.09
80.82	4.08
78.99	4.07
78.13	4.09
77.94	4.08
76.63	4.09
75.44	4.08
74.81	4.09
73.48	4.08
72.63	4.09
71.83	4.08
70.49	4.09
69.69	4.08
69.18	4.09
68.18	4.09
67.11	4.08
67	4.08
65.25	4.09
64.67	4.08
64.03	4.08
63.04	4.07
62.31	4.08
60.44	4.08
59.98	4.08
58.68	4.08
57.75	4.08
56.5	4.07
55.27	4.07
54.35	4.07
53.32	4.08
52.53	4.08
50.34	4.08
49.15	4.07
47.96	4.07
47.42	4.07
46.57	4.06
47.69	4
52.32	3.86
56.38	3.71
54.49	3.65
53.92	3.6
52.67	3.55
51.13	3.48
55.35	3.4
53.79	3.39
55.23	3.29
55.65	3.21
54.75	3.17
54.48	3.1
55.42	3.02
59.27	2.89
59.5	2.79
60.42	2.7
59.34	2.58
60.43	2.48
59.3	2.43
60.17	2.36
60.05	2.28
60.46	2.2
74.79	4.31
74.66	4.31
74.7	4.31
74.58	4.31
74.05	4.31
73.96	4.31
73.38	4.31
73.25	4.31
72.29	4.31
71.68	4.31
70.78	4.31
70.4	4.31
69.38	4.31
68.91	4.31
68.11	4.31
67.16	4.31
66.35	4.31
65.92	4.31
64.67	4.31
64.19	4.31
63.53	4.31
62.59	4.31
61.99	4.3
61.5	4.3
60.72	4.31
59.18	4.31
58.37	4.31
57.82	4.31
57.26	4.31
56.19	4.3
55.43	4.3
53.97	4.31
53.39	4.31
52.18	4.3
51.33	4.31
49.32	4.3
49.11	4.3
47.76	4.3
46.49	4.3
44.96	4.3
43.83	4.3
42.87	4.3
41.45	4.3
40.65	4.31
39.26	4.31
37.34	4.3
36.75	4.3
35.52	4.3
35.8	4.21
42.74	3.86
46.04	3.68
47.38	3.6
47.9	3.53
47.83	3.48
47.86	3.43
47.17	3.38
47.17	3.34
46.78	3.29
46.14	3.25
45.26	3.2
43.97	3.16
42.62	3.11
41.97	3.06
41.36	3
41.79	2.92
40.69	2.85
40.33	2.73
43.11	2.45
44.24	2.25
42.71	2.08
64.56	4.29
64.43	4.29
64.76	4.3
64.8	4.3
64.52	4.29
64.56	4.3
64.19	4.3
63.9	4.29
63.47	4.3
63.51	4.29
63.01	4.29
62.23	4.3
62.02	4.29
60.96	4.29
60.5	4.3
59.7	4.29
59	4.3
58.57	4.29
57.05	4.3
56.32	4.29
56.1	4.3
54.43	4.3
54.05	4.29
53.44	4.29
51.79	4.29
51.34	4.29
50.53	4.29
49.31	4.29
47.68	4.28
46.93	4.29
45.5	4.28
44.76	4.3
43.83	4.29
42.11	4.28
40.7	4.28
39.6	4.28
38.3	4.28
37.17	4.28
35.01	4.28
34	4.27
33.4	4.26
32.47	4.26
29.79	4.26
28.77	4.28
26.59	4.25
33.2	3.82
39.2	3.56
40.57	3.46
41.5	3.4
41.12	3.33
41.63	3.28
41.04	3.23
41.39	3.2
40.05	3.14
39.27	3.11
40.03	3.05
38.19	3.02
35.61	3
34.76	2.89
37.55	2.56
38.38	2.33
37.02	2.14
34.19	1.95
50.06	4.34
49.47	4.35
49.55	4.34
49.43	4.34
49.34	4.34
48.67	4.35
49.06	4.35
48.63	4.34
48.39	4.34
47.83	4.34
47.05	4.33
46.96	4.33
46.08	4.34
44.46	4.33
43.6	4.34
43.02	4.33
42.3	4.34
41.4	4.34
40.32	4.32
38.84	4.34
37.27	4.33
36.91	4.33
35.33	4.34
34.25	4.34
32.61	4.33
32.12	4.33
31.25	4.32
29.35	4.33
28.18	4.32
26.8	4.32
25.67	4.32
24.2	4.31
22.6	4.2
26.5	3.82
30.28	3.63
31.28	3.52
31.26	3.46
30.41	3.41
30.03	3.33
33.57	3.2
34.85	3.12
34.89	2.99
35.54	2.83
36.07	2.72
35.34	2.57
34.37	2.46
32.46	2.31
31.12	2.12
