thetaleft,thetaright,contactpointleft,contactpointright,volume,framenumber
20.627101494252745,17.979652665791036,192.98591349127054,855.816956168831,9489101.384481264,0.0
20.672138443520026,18.238985547753543,192.68613559059986,855.5147847093382,9490000.705089258,1.0
20.558234208114555,18.297665049841214,192.95038934279992,855.7563419913417,9488439.523469206,2.0
20.751537939025752,18.316697512491174,192.8862231815802,855.7527654091936,9492826.265025126,3.0
20.553609688908136,18.105567847635314,192.7477476689976,855.6853803339515,9492329.59350207,4.0
20.544884987671544,18.004296097347606,193.0746555230483,855.8201611384644,9492815.089493355,5.0
20.37830326725141,18.386040892719677,192.80250211098414,855.6121891996889,9496516.791149395,6.0
20.749312453456092,18.195827680752643,192.9077295918367,855.7584071583177,9491160.120910542,7.0
20.78076500674255,18.25598652509916,192.87900932400933,855.6530656050301,9489317.949353622,8.0
20.453039036673655,18.139246695852847,192.75319166944163,855.660011209029,9489856.611943696,9.0
20.532817501873105,18.23378892225992,193.07789502164502,855.6839339826837,9481806.430396745,10.0
20.317813035322406,18.20329024224344,192.76868488654196,855.5734531539887,9486645.31885157,11.0
20.664187176213918,18.20271037259988,193.0612756291327,855.7235785940246,9484850.408883872,12.0
20.247328544698476,18.263838601215866,192.7064812271062,855.6785984253836,9489490.18508367,13.0
20.49225798063834,18.10866433654121,192.79009549973827,855.7415440115435,9484562.541222483,14.0
20.6037001823244,18.146221153272222,192.8327972027971,855.6755984392585,9478592.1886815,15.0
20.4328655336944,18.075684025436317,192.85852335164824,855.6956567242282,9482357.366618613,16.0
20.219992313084404,18.273423660286255,192.93002586699015,855.8002243589741,9483601.718152339,17.0
20.31098245596095,18.202588095518394,192.83303705223332,855.575448955806,9482131.862039626,18.0
20.37761059144201,18.14655386052371,192.86207755538103,855.7032747609529,9486044.88747402,19.0
20.25619379062995,17.98652051095104,193.12617382617378,855.7329232077443,9460724.523965532,20.0
20.255882325209395,17.965763464273778,193.46051307819158,855.1846413308909,9396775.127671277,21.0
19.859963640482245,17.87603641789704,193.54766572713,854.1388552618013,9311672.721706584,22.0
19.23702314771179,17.5279407317783,193.81512416155263,852.2657895279319,9189523.004082417,23.0
19.11883928545995,17.27154141991653,194.2488773726273,850.2795817872603,9064026.78444453,24.0
19.06325755663561,16.61853797335573,194.13806972789104,848.1031249999996,8947374.74794203,25.0
19.0301631380459,16.100883292082784,194.79320899338757,845.7073434601107,8814770.768492581,26.0
18.85634370887573,15.745255375369197,197.28597069597063,843.7658588435374,8668649.885305775,27.0
19.113445036322634,15.795970202920245,199.90912468483882,841.5627896607359,8530196.221607085,28.0
18.764256626435987,15.960729457851158,202.1483754638219,839.4448784548784,8406636.215737525,29.0
18.96239672889036,16.190612203624454,203.9563261738261,837.5171245421247,8294560.225361195,30.0
18.889290504400375,16.19843065731112,206.19212868480722,835.5481708668315,8169005.168911286,31.0
19.293601365993734,16.39697379714781,208.6298645402216,832.8328583024115,8028582.7284238795,32.0
19.130997615343805,17.247396216045274,210.46541862899002,829.4539591063696,7900718.1437416375,33.0
19.14306579785842,17.33124014661402,212.67386006850288,827.19998015873,7773631.305262318,34.0
19.189139685708408,17.21686381141427,214.34030974977404,824.3703202947844,7644906.50884584,35.0
19.075245992616566,17.475052299991887,216.20538452618797,821.6100228937726,7519325.575719993,36.0
19.14539659344405,17.52160378903517,218.4907632546024,819.1176426747852,7383393.010614542,37.0
19.089282784646837,17.28340472164956,220.3982105394605,816.4811226273723,7254285.018773308,38.0
19.077827287700103,17.36761998134338,222.5972700513771,814.0843335830833,7125599.280045655,39.0
19.54177953020605,17.99077773697536,225.46010864135852,811.0538934676434,6988750.450558592,40.0
19.455986613002022,18.419246761034202,227.82728140906707,807.9175273833314,6853125.190668108,41.0
19.820626921108612,18.69075235112149,229.93262860155713,805.4589369757228,6735430.0775835775,42.0
19.428695526919043,17.3035919476919,231.73966474002185,803.988847402597,6607287.220413552,43.0
19.60051903773707,17.67656252953961,234.37113856381703,800.6601292754862,6466534.401632083,44.0
19.700015445684446,17.866153740936483,236.53951126254697,797.5013875013872,6334536.630019733,45.0
19.264449683885736,17.541125118479698,238.73639931497064,795.0907690721974,6202332.1839714525,46.0
19.442278973506603,17.77679103670357,241.29356277650916,791.9063851624562,6062057.862604141,47.0
19.02893735270094,17.765738210845768,243.01043846034923,789.3229462799104,5949941.342346045,48.0
19.057890255507456,17.719120049343218,245.73475512582644,786.5272229457047,5812732.698544012,49.0
19.083858390074752,17.69669449075178,247.58085949764526,783.2623305860802,5684761.926219014,50.0
18.72737517981574,17.6709971120074,249.39121811224487,780.2793476464013,5559827.772900724,51.0
18.84912167061451,17.535645422469827,252.58025117739393,777.1919488249844,5407754.129044063,52.0
18.361020504570813,17.63933831744174,254.59901883830443,773.6753467365966,5276468.553706814,53.0
18.381334798401618,18.069146648677133,257.44905030281336,770.4091380841379,5138852.674429444,54.0
18.55441468964725,17.801516086235466,260.62813366692825,766.7330916553686,4978419.06603103,55.0
19.083656444429764,18.39377939597233,262.7041170358002,762.8178411172163,4858564.0426165415,56.0
18.342361482074644,18.09033393682634,265.2509901705436,759.4274398220829,4709169.6763192965,57.0
18.090828110807085,17.787527829919924,268.15182474271745,756.044559562461,4562562.395013609,58.0
18.315202826441915,17.838378905085705,271.312682909196,753.0502616431183,4431008.891255964,59.0
17.756326734109138,17.910670253268734,274.69731456043945,749.8064826046967,4284945.974972756,60.0
17.68591974259741,18.047796443625515,277.47654299439085,746.1568455007287,4151181.2795780115,61.0
17.874926937620224,18.594916545661164,280.86195856227107,742.1818021343153,4014425.469747158,62.0
18.042369587465338,18.389482625454946,284.6663374869177,738.3274430926211,3861511.449249149,63.0
18.269831640292924,18.325310472504412,288.2871858647304,734.4752449345119,3722388.5712167644,64.0
17.981560497743562,18.4117384206707,291.96008628451364,730.7687836592586,3580305.84181068,65.0
18.43461439745782,18.437362763377678,296.5076065274593,726.7110459256544,3430173.321296894,66.0
19.074943232728852,18.639355930669495,301.317423653672,723.1801322003158,3291439.371706757,67.0
19.12989660460098,18.97002205210927,305.76478060961216,718.638688513867,3142208.4441469717,68.0
19.21744646925099,18.72853008282209,309.22281656083476,713.955288437053,2999794.1402419913,69.0
19.529035712169684,18.838288999704446,313.43044763300065,709.6620647694886,2861378.5102581126,70.0
19.59731582343955,19.00653420425192,318.310236242016,704.946622214169,2710553.4516645973,71.0
19.627219826631443,19.013542559471603,322.4398879406411,700.1052112774937,2570192.7999417977,72.0
19.580830484688693,19.84910764208246,327.0846968151296,694.6922474867135,2425865.7212497354,73.0
20.604720388771096,22.53760765261515,329.9950691742422,687.8348530568791,2323004.59700254,74.0
20.466032993473288,19.15207914463207,333.79487200318727,684.9245397752775,2183238.349154302,75.0
20.606769579670306,19.346514554005694,338.7661716764406,678.9637135992981,2030063.7079140441,76.0
20.52880130290807,19.223528732958812,344.745337365329,672.8958806879716,1870129.9326934242,77.0
20.02006766376377,19.934431567999326,350.22288425579455,666.3226181348932,1717579.5391530548,78.0
20.348562683821044,19.887737721228547,356.64881997946463,659.610060741429,1560005.9841991907,79.0
20.394598360906617,20.458109019329953,363.5741387179072,652.3907298630913,1402585.8829494796,80.0
20.506464266521693,21.63469308023977,370.8133541137622,644.9352342585688,1253137.7667184086,81.0
21.033466967207858,22.81632068785649,375.8027739299575,638.2434813615655,1149952.9812861066,82.0
21.532979789958787,24.24438595428211,379.35971970391074,634.1412930014111,1088360.9826168441,83.0
22.18405261318433,24.643963753291075,381.48279008070443,631.8280214166974,1052283.8197033457,84.0
22.41400927090317,25.056196006476398,382.8678887132554,630.4013836443629,1030241.542993,85.0
22.602169478580997,25.57375645334227,383.57078884424936,629.4754635289792,1018573.7808590673,86.0
